text,label,language
PhonePe: Rs 1500 రాహుల్ కుమార్‌కు విజయవంతంగా పంపబడింది. Ref: PTM20260403,0,Telugu
Amazon Pay: ఆర్డర్ #12345 Rs 899 UPI ద్వారా విజయవంతంగా స్వీకరించబడింది. ధన్యవాదాలు!,0,Telugu
Swiggy పేమెంట్ Rs 350 విజయవంతంగా చెల్లించబడింది. ఆహారం 30 నిమిషాల్లో వస్తుంది.,0,Telugu
Zomato: ఆర్డర్ నిర్ధారించబడింది. Rs 420 UPI ద్వారా చెల్లించబడింది. 45 నిమిషాలు.,0,Telugu
Uber: ప్రయాణ చార్జ్ Rs 180 మీ UPI ద్వారా వసూలు చేయబడింది.,0,Telugu
IndiGo: టికెట్ బుక్ చేయబడింది. Rs 4500 UPI ద్వారా చెల్లించబడింది. PNR: XXXXXX.,0,Telugu
IRCTC: రైలు టికెట్ PNR XXXXXXXX. Rs 1200 UPI ద్వారా చెల్లించబడింది.,0,Telugu
Airtel: Rs 399 రీచార్జ్ విజయవంతంగా 9876543210 కు. చెల్లుబాటు: 84 రోజులు.,0,Telugu
Jio: మంత్లీ పేక్ Rs 299 9988776655 కు రెన్యూ చేయబడింది. 28 రోజులు పొడిగించబడింది.,0,Telugu
Groww: Nifty 50 Index Fund లో Rs 500 పెట్టుబడి పెట్టబడింది. NAV: Rs 125.50.,0,Telugu
LIC ప్రీమియం Rs 5000 పాలసీ XXXXXXX కోసం స్వీకరించబడింది. తదుపరి తేదీ: 01-Jul-2026.,0,Telugu
SBI Cards: కార్డ్ 5678 కోసం Rs 12000 పేమెంట్ స్వీకరించబడింది. మిగిలినది: Rs 0.,0,Telugu
Zerodha: Rs 5000 UPI ద్వారా ట్రేడింగ్ ఖాతాలో జమ చేయబడింది. మార్జిన్ అప్‌డేట్ చేయబడింది.,0,Telugu
Amazon: రద్దు చేసిన ఆర్డర్ #567890 కోసం Rs 299 రీఫండ్ UPI లో జమ చేయబడింది.,0,Telugu
Payment successful! Rs 500 உங்கள் கணக்கில் credited ஆகியது. Ref: TXN123456789,0,Mixed
Your order confirmed. Rs 350 Swiggy-க்கு UPI மூலம் வெற்றிகரமாக செலுத்தப்பட்டது.,0,Mixed
OTP for transaction is 567890. 10 நிமிடங்களுக்கு valid. யாரிடமும் share பண்ணாதீர்கள்.,0,Mixed
HDFC: Rs 2000 EMI deducted ஆகியது இன்று. Available balance: Rs 15000.,0,Mixed
Uber trip Rs 120 UPI மூலம் paid ஆகியது. Driver-ஐ rate பண்ணுங்கள் தயவுசெய்து.,0,Mixed
Amazon order #67890 Rs 1299 payment confirmed. Delivery நாளை வரும்.,0,Mixed
Airtel recharge Rs 239 successful for your number. Validity: 28 நாட்கள்.,0,Mixed
Google Pay: Rs 800 to Priya Sharma UPI மூலம் successful ஆகியது. Transaction complete.,0,Mixed
Paytm: Rs 350 electricity bill paid successfully. Receipt available in the app உள்ளது.,0,Mixed
BigBasket Rs 950 order confirmed via UPI. Tomorrow delivery வரும் தயவுசெய்து காத்திருங்கள்.,0,Mixed
Salary Rs 42000 உங்கள் account-ல் credited ஆகியது 01-Apr-2026. SBI Bank.,0,Mixed
Zepto Rs 680 grocery order UPI-ல் paid ஆகியது. 10 mins-ல் delivery வரும்.,0,Mixed
IRCTC ticket booked. Rs 980 UPI-ல் paid. PNR: XXXXXXXX. Journey: 10-Apr-2026.,0,Mixed
Groww: Rs 1000 SIP Nifty 50-ல் processed ஆகியது. Units credited to your account.,0,Mixed
Ola ride completed. Rs 85 UPI-ல் charged. Thank you for riding! Rate your experience.,0,Mixed
IndiGo flight confirmed. Rs 3500 UPI-ல் paid. PNR: XXXXXX. Departure 06:00 hrs.,0,Mixed
CRED: Credit card bill Rs 8000 paid successfully. Points earned: 800.,0,Mixed
PhonePe: Rs 3000 Suresh-ஐ send பண்ணினீர்கள். Transaction ID: PPE20260403XXXX.,0,Mixed
LIC premium Rs 6000 received for policy XXXXXXX. Next due: July 2026. நன்றி.,0,Mixed
NPS contribution Rs 2000 Tier-1 account-ல் credited ஆகியது. PRAN: XXXXXXXXXXXX.,0,Mixed
SBI: FD Rs 1 lakh matured. Amount credited to your account. Congrats! Ref: FD2026XXX.,0,Mixed
Amazon refund Rs 499 for order #345678 cancelled. UPI-ல் credited ஆகியது. Ref: REF2026,0,Mixed
Jio recharge Rs 349 successful. Data: 2GB/day. Validity: 56 நாட்கள். Thank you.,0,Mixed
Vi postpaid bill Rs 599 paid via UPI. Due amount: Rs 0. Thank you for paying on time.,0,Mixed
BookMyShow: 3 tickets confirmed. Rs 900 UPI-ல் paid. Enjoy the movie! Ref: BMS20260403,0,Mixed
MakeMyTrip: Hotel booking confirmed. Rs 4200 UPI-ல் paid. Check-in: 10-Apr-2026.,0,Mixed
Zerodha: Rs 10000 trading account-ல் added via UPI. Available margin updated.,0,Mixed
HDFC Life insurance premium Rs 5000 received. Policy XXXXXXXX. Next: Oct 2026.,0,Mixed
Kotak: Standing instruction Rs 3000 RD account-க்கு executed. Balance updated.,0,Mixed
GPay: Rs 1500 received from Kavitha. உங்கள் balance: Rs 3200. 03-Apr-2026.,0,Mixed
zyada itrao mat . english meko bi aati hai :-P,0,English
is ajnbi dunia me akle 1 khwab hu  swalon se khafa chota sa jawab hu me jo na smajh sake unk lie ajnbi or jo samajh sake unk lie khuli kitab hu me...!!!Gudnyt,0,English
Husband n wife were opening joint bank ac Husband put d passwrd as 'penis'wife fell off her chair laughing when computer screen said-password not long enough,0,English
Husband Suhag raat pe- Tum ne kabhi Blue Film Dekhi Hai? Wife- Haa 1 Bar. Husbnd-Hum wahi Karenge. Wife- Wo Thik Hai Par Baaki 2 Ladke Tum Laoge Ya Main bulalu,0,English
indagi me 5 cheez kabhi bhi aa sakti h 'Hum' 'Hamari call' 'Humara msg' 'Humari misS call' OR...OR..OR... 'HAMARI YAAD' kyun...aayi Na..,0,English
Why do Muslims hate Pigs !!? becz- Pigs produce more babies than muslims.. EGO PROBLEM.!,0,English
Incase Notice koi na dekha ho aj evry clas md jake ekbar announc kar dena.,0,English
In your life  when you wake up; dont see any one  then come to me  i ll be there to hold ur hand take you to the EYE SPECIALIST,0,English
In world 6 things r GOD's gifts 1 mother's love 2 father's advice 3 brother's care 4 sis's fight 5 Kisi ka pyar & 6.Oye apni DOSTI gdmrng,0,English
in workshop.,0,English
In which condition  men start sweating in 10 mins & women want to go ON & ON & ON? Think.. Think..  SHOPPING :-D God bless ur naughty mind..!,0,English
In way,0,English
IN UR FRND CRCLEsbse sweet-sbse sidha-sbse feku-sbse cute-sbse frank-sbse selfish-sbse kamina-sbse special-sbse hot-ur fav-rply must fastjarur krna,0,English
Is  Fuel  Really Costly?GO AHEAD  READ ON..I filled up my vehicles fuel tank  and I thought fuel has become really expensive ..HahahaBut when I compared it with other  liquids and with some calculations  I felt a little better...Here are the results below..Petrol : Rs.50  per litre..Coca Cola 330ml CAN : Rs.25i.e. Rs.76 per litre..Nariyal paani 200ml Rs.25i.e. Rs. 125 per litre..Pantene conditioner 400ml Rs.165i.e. Rs.413 per litre..Parachute oil100ml Rs21i.e. Rs210.00 per litre..n dis is d REAL KICKERLexmark inkjet color ink cartridge 21ml Rs.950i.e. Rs.45238 per litre..!!So dont curse  Petrol  rates ? be glad your byk/car doesnt run on ink cartridge  coke  hair oil etc.. :-):-D;-)JAO AUR PETROL PHUKOO..!!: :-P,0,English
In the lift,0,English
In the hand of life its not important to hold all the good relation...But its more important how good u behave with the relation which u hold.:,0,English
In The End We Only Regret The Chances We Didnt Take. The Relationships We Were Scared To Have And The Decisions We Waited Too Long To Make. There Comes A Time In Your Life When You Realise Who Matters  Who Doesnt   Who Never Did  And  Who Always Will   So Dont Worry About The People From Your Past Theres A Reason They Didnt Make It To Your Future. So Only Send This To The People In Your Life Who Matter...  I Just Did..!!,0,English
Why do girls rub their eyes when they get up in the morning?...'coz they don't have balls to scratch!,0,English
In the corridor of a government office there was a signboard reading  Do not make noise.  someone added: Otherwise we may wake up.,0,English
In ThE c0oKiE oF LiFe  FriEnDs ArE tHe ChOcOLaTe ChiPs ThAt MaKe LiFe SwEeT  sUrPriSiNg & YuMmY..tHaNk u fOr BeiNg ThE YuMmY cHoCO cHiP oF mY LIFE.Good night:-),0,English
In ten minutes.,0,English
In se baat kr le  wo bta denge,0,English
In rum.,0,English
In room...nt coming...,0,English
Is  Fuel  Really Costly? GO AHEAD  READ ON.. I filled up my vehicle's fuel tank  and I thght fuel has become really expensive . But whn I compared it with other  liquids nd with some calculations   I felt a little better. Here r d results below.. Petrol : Rs. 64.97 per litre.. Coca Cola 330ml can : Rs.25 i.e. Rs.76 per litre.. Nariyal paani  200ml Rs.25 i.e. Rs. 125 per litre.. Pantene conditioner 400ml Rs.165 i.e. Rs.413 per litre.. Parachute oil 100ml Rs21 i.e. Rs210.00 per litre.. n dis is d REAL KICKER Lexmark inkjet color ink cartridge  21ml Rs.950 i.e. Rs.45238 per litre..!! So think before u say anythng...... So don't curse  Petrol  rates ? b glad ur byk/car doesn't run on ink cartridge  coke  hair oil etc..:-):-D;-) JAO AUR PETROL PHUKOO..!! :),0,English
In raghav sir cls,0,English
In our life hapiness is more imp than smile because smile cums from lips but  happiness cums from heart.......:-D,0,English
Why do girls rub their eyes when they get up in the morning? . . . coz they dont have balls to scratch!,0,English
In my dream  U & ME went 2 a wishwell  I bent down threw a coin & made a wish  U bent down a litle more N fell into d well.. I shouted  'Oh teri it works',0,English
In mrng around 12pm.,0,English
In maths exam  Santa got one question.. Prove Sin x = 6n.. Santa cancelled 'n' from both the sides. Then six = 6 & wrote Dont mess with Santa d great. :-),0,English
In lyf relations have many names...But the best 1 is FRIENDSHIP...Mom says- Tell me beta wats ur prblm .I m like ur frnd na!..Dad says- Dnt feel scared .Take me as ur frnd beta....Bro/sis says-Come on buddy dnt hide anythng frm me...I m like ur frnd....Lover says- Come on sweetheart...Treat me as ur frnd........Only frnd says: ha mujhe kyo bataega .I m not ur frnd na.....dedicated to al my frnds!,0,English
in lyf god dun gv u d ppl u want..insteadt he gvs u d ppl u need 2 hurt u 2 luv u & 2 make u xactly d way he wntsu 2 b THE BEST gunnyt!!! - via WAY2SMS.COM,0,English
In life  we sometimes feel that all doors r now closed 4 us... If that happens with U.. . . . . . . . . . . . . . . Contact  DAYA- CID...:- Tod Dega...:-D,0,English
In life  we sometimes feel that all doors are now closed for us.... If that happens with you  . . . . . . . . . . . . . Contact  DAYA- CID. :-D:-P,0,English
irst no. Is 7688443092262767 and the second no. Is 457352573996622,0,English
In Life We Somtimes Feel That All Doors r Now closed 4 Us If That Happens In Yor Life  Remember These Words- A CLOSED DOOR ISN'T ALWAYS LOCKED...,0,English
Why do engineers sleep for long hours..?? fantastic answer said.. our dreams r always big...:-),0,English
In Life there are 5 things u shud never lose...... +ve Attitude...Heart...Hope...Self respct...and...Well u know the sender's name,0,English
In Life there are 5 things U should never lose.+ve AttitudeTrustHopeSelf respect&Well ab aur kya bataon  U know the senders name..gud mrng -),0,English
In life many people help u when it suits THEM  But very few help u when it suits YOU  Make the FEW ur FRIENDS but Be the FEW to the MANY....gudnght:-):-):-):-),0,English
In life LOVE is never planned nor does it happen for a reason. But when LOVE is real  It becomes your PLAN for life and your reason for living...:),0,English
In life if you dont adore or appreciate anything you will be filled with negativity n so a person can fall into depression. . Good morning. . Jai sri ram :-),0,English
In lif  dnt b slow so dat U miss me .. ..Dnt be 2 fast dat I miss U .. ..Jst Be Wid me  So dat we R 2gethr 4 d MOMENT called FOREVER.. ...:-) tc,0,English
In library...,0,English
In lab???,0,English
Irony of lyf: Footwears dat v wear r sold in AC shwrooms bt vegtabls dat v eat  r sold on footpath. Ppl v love  ignore us bt Ppl v ignore  love us.!! Gudnite,0,English
In lab 2.,0,English
In japan_ Chin cha chu In south africa_ Hula hula hu In china_ Chin pang pu In Hawai_ Hu Lu Lu . . . In india_ Pagal hai tu!,0,English
In HAPPY moment- Dn't forget me In Difficult moment- trust me In Quiet moment- call me In Painful moment- tell me & In Free moment-miss me.:-),0,English
In future How will i identify ur kids in clasroom? Its simple i ll just check who is erasing his notes wen d teacher is cleaning d board!  gudnyt,0,English
In frndship words can go unspoken  yet still b undrstood  Thats y I'm sure tat though i don't say it often u knw hw I value U. n u knw I mean it!,0,English
In exam hall a girl 2 santa: mujhe bas is ans ki starting bata do.Baki main likh lungi. SANTA ne dhyan se idhar-udhar dekha  fir dhire se bola: The,0,English
In Europe they didn't know what 'shortage' meant. In China they didn't know what 'opinion' meant. In the Middle East they didn't know what 'solution' m,0,English
In English- Gd 9t. In Deshi- Subhratri.In Urdu- Sabbakhair.In Telgu- Pandankopo.Apun ka style chal ludhak le,0,English
In English- Gd 9t. In Deshi- Subhratri. In Urdu- Sabbakhair. In Telgu- Pandankopo. Apun ka style chal ludhak le,0,English
why didn't you call? :(,0,English
Irony at its best...-  Two questions asked to indian women in a survey - Q- Do u believe in having sex with a total stranger ? A- Yuck !! Never. Q- Do u believe in arranged marriages ?  A- Yes. Ofcourse ! ;);),0,English
IN ENGLISH gd nit IN HINDI shubh ratri IN URDU shabba khair IN KANNAD yara nadi IN TELUGU pandanko po APUN KA STYLE chal ludak le. GUD.NGT,0,English
In D Xam A Studnt Wasnt Prepard Lft D Page BlankN At D Bottom drew Flowrs NWrote.In D Memory Of My Memory which Recntly Passed Away.:-D,0,English
In d Life  We don't need many Relationships to be maintained.. We just need to see that the Relationship We have maintained  has Life in it.! Gud nite!,0,English
In d Book of Life d Page Yestrdy is over d Page 2day is being writen n d page future is blank.So write d Best U can coz on dis Book Eraser dosnt work gd nyt,0,English
In college she came in my life I looked at her. She came n began 2 speak I didnt listen n when she began 2 leave I ran after her requestin Mam..mam ATTENDANCE.,0,English
In cls. Bol?,0,English
In cls,0,English
Why dere ws no need? Bad mein mein hi fasta,0,English
in class.,0,English
in class?,0,English
ironically  i feel d exact same way u used to feel abt me several months bck. i miss u n wana tok to u wen m nt on d fone wid u. bt i get so pisd off n disgusted by u d moment i tok to u  tht i wana disconnect immediately without evn saying bye. ps- don't bother calling  coz guess wot? m nt interested in toking to u! gn.,0,English
in class :* also battery little low.,0,English
in class :*,0,English
In class :-/,0,English
in class,0,English
in case u stil haven't told ur mom tht m nt coming...then u cn tell her tht evn u didn kno n tht all d calls u misd of myn  wer to tell u tht i hv to go to colg tom(today) to see my pprs so i cnt meet u. n if u cn make ur mom stay away during d second half on saturday  den it is on.,0,English
In case of fire read this message..............I SAID IN CASE OF FIRE YOU GOBAR!,0,English
In car ryt nw. Text me or w8 till i reach der.,0,English
In between if u get ne break talk to me,0,English
Why are Earthquakes increasing? . . With 300 crore people making LOVE every night around the world how can u expect the Earth to be still!!  :-D:-D:-D,0,English
In any relationship  the essence of trust is in it's bond.So  hold the hand of the person whom you love  rather than expecting them to hold urs. .! :-),0,English
Ironical Thought So TrUe :- Loneliness is a Special Enjoyment When Chosen by Ourself...:-) Bt Hard 2 Digest When Gifted by OthErs..,0,English
In an interviewInterviewer: How does an electric motor run?Santa: Dhhuuuurrrrrrrrrr. Inteviewer shouts: Stop it.Santa: Dhhuurrrr dhup dh*smsgupshup.com,0,English
In all it's festive glory comes Christmas & brings a chance to wish u moments 2 rejoice throughout d year. M RR  CHRI TMA   & HAPP  N W   AR        nitin,0,English
IN ADVNCE..:-) may god bless u in 2011!,0,English
In a party  a beautiful girl aproached a guy n asked-r u goin 2 dance? Guy felt so happy and said yes D girl said thats gud so can i have ur chair:-D:-D,0,English
In a park 2 lovers eating chips by lookng into each other's eyes...  Girl: Dear wt r u thinkng rite now? Boy: tu mujse zyada chips kha rhi hai bhukki.,0,English
In a lift man's elbow acidntly touchd lady's brest Man-If ur heart is as soft as ur breast u'll 4gve me Ldy-If ur penis is as hard as ur elbow m in Room82. :D,0,English
In a Kiss: 0.7gm protein 0.45 gm fat 0.19 gm chemical 50 variety of bacteria will die.. This is true.. So catch ur lover n start kissing and b healthy... Gn,0,English
In a crowded bus  a boy touches a girl's hips... Girl: dekhiyen  aap ye achchha nahi kar rahe hai. Boy: itni bhid mein isse achchha kaise karu?,0,English
In a class lady teacher to students Always use condom to prevent aids. A girl:mam agar apko koi kahe ki kulfi ko lifafe me dalkar chuso to kya apko swad aayega,0,English
In a Botany class  Teacher-Its b'coz of the growth harmones  a ripen fruit falls off the tree! Sardar-Poor Newton! He thought they fall coz of gravity!;-) Gn,0,English
irl: What Do You Prefer- Legs or Breasts??? Sardar: I Love Pussy! Girl Slaps him & says : You are not in a whore house. This is Kentucky Fried Chicken.(KFC,0,English
In a battle  a soldier prepared to bring his wounded friend back from the field. His Captian said   Its of No use! ur friend must be dead. But soldier still goes &  brings back his friend. Seeing the dead body  Captain says I told you its of no worth. He's dead. The soldier replies.... No sir  it was really of worth. When I got to him  my friend saw me  smiled & said his last words.  I KNEW U'll COME. .,0,English
In a battle  a soldier prepared to bring his wounded friend back from the field. His Captian said   Its of No use! ur friend must be dead. But soldier still goes & brings back his friend. Seeing the dead body  Captain says I told u its of no worth. He's dead. The soldier replies No sir  it was really of worth. When I got to him  my friend saw me  smiled & said his last words.  I KNEW U'll COME. . Dedicated to allGreat friends..,0,English
In a bathroom   a boy touches a girl everywhere ! U know whose that boy ? Stupid it's lifeboy soap ! Dirty ppl alwz think drty..,0,English
Why are condoms transparent?? so that sperms can atleast enjoy the scene even if their entry is restricted...,0,English
In a Bar  a man attended a phn-call:  Hello! Yes Honey. Wife: Darling  I'am in a shopping mall. Shall I buy Jewellery worth Rs. 1 LAKH? Man: Sure Honey. Wife: 1 Silk-Saree worth Rs. 20000 dear  shall I? Man: One saree not enough honey  tak 1 more. Wife: Ok dear  I hv ur credit-card. Shall I use now? Man: Sure  with pleasure. All frnz asked him aftr he put down his mobile: U luv ur wife dis much? Man: EXCUSE ME  WHO's MOBILE IS THIS?,0,English
In a bar  a man attended a call: Hello. . Yes Honey. Wife: Darling  I'm in shopping mall. Shall I buy jewellery worth Rs. 1 lakh ? Man: Sure Honey. Wife: 1 silk saree worth Rs.20000  shall I ? Man: 1 saree nt enough honey  take 1 more. Wife: Ok dear  I hv ur credit-card. Shall I use nw? Man: Sure  with pleasure. All frnds asked him after he put down his mobile: U luv ur wife dis much? Man: EXCUSE ME  WHO'S MOBILE IS DIS?,0,English
In 3 words i cn sum up  Evrythng i learnd abt lyf: it goes on..'' Evrythng i learnd abt luv: it doesn't last.. Evrthng i learnd abt ppl: dey change fast..,0,English
In 2 mins  gng to get rdy 4 colg.,0,English
In 1980 IDBI rejected Ambani's loan..bt nw Ambani is plannin 2 buy IDBI. Dis shows nthng is imposble.. Today ICICI rejected my loan... Anywaz.. Gud nyt,0,English
In 1935 american govt. had killed a person on 1st satday of Aug  the next day his frend died commiting suicide.In his memory americon govt. had declared 1st Sunday of every Aug as Friendship day.On dis 73rd friendship day.I wish u 2 send dis story 2 all friends '!HAPPY FRIENDSHIP DAY IN ADVANCE,0,English
irl: kon ho tum boy: hasrat tumharÃ¬ girl: takte ho kya ? boy: surat tumhari. girl: karte ho kya? boy: pooja tumhari girl: kafir ho kya? boy: aise he sahi girl: chahte ho kya ? boy: mohhabat tumhari girl: pachtao ge? boy: kismat hmari. girl: married hoon mein? boy: pehle bhonk Deti Manhoos narii,0,English
Yr dis week toh i hav my summr prjc evaluatn..so m reely bzy..may b nex week den.. u'r free til wen?,0,English
in ;->:):-PB-),0,English
Imprtance of THUMB - child use it 4 chewing  Illiterate ppl use it 4 sign  winners 4 victory & my FANS use it 4 reading my msgs Oh..U too? Crazy fans!,0,English
Impossible may be spelled asI m possible..........buh.....nevr spell Rajnikant asRajni cnt.it hurts. MIND IT ;),0,English
Important News..My heart4 Sale..100%Discount..PlzInformToAllUrFemale friends...!!Last date istomorowFebruary14th.. so hurry up..!,0,English
IMPORTANT MSG:-DrIviNg krTe TiMe DriNk Na kaRe Qki SPEED BREAKER AA JAANE SE PEG GIR SAKTA HE..!!,0,English
Important Health tips:> Answer the phone by left ear.> Dont take medicine with cold water.> Dont have huge meals after 5 pm.> Drink more water in the morning  less at night.> Best sleeping time is from 10 pm to 4 am> Dont lie down immediately after taking medicine.> When battery is down to last bar  dont answer the phone  as the radiation is 1000 times stronger.! Convey this to those whom u care for.Kindness costs nothing...,0,English
Important Health Tips: >Answer the phone by left ear. >Dont take medicine wd cold water. >Dont have huge meals after 5pm. >Drink more water in the morning  less at night.  >Best sleeping time is from 10 pm to 4 am.  >Dont lie down immeditely after taking medicine. >When battery is down to last bar dont answer the phone as the radiation is 1000 times stronger. >Donot put the phone to ur ear immediately after dialing the no. as the radiations are maximum and can damage the ear. Let the caller pick the call then put the phone to ur ear. Forward this to people you care about. Kindness costs nothing.,0,English
IMPORTANCE OF PERCENTAGE...  (%).. BOY- Tere 12th me kitne percentage the? GIRL- 97% B- Baap re Itne me to kisi gareeb k 2 bache pass ho jate...,0,English
Why a person with a broken heart does not need General Knowledge ?????????? cz 'Jab Dil hi toot gaya  toh  'G.K'  kya karenge!!,0,English
ZINDGI mein kuch lamhe khas ban gaye Mile to MULAQAT or Bichde to YAAD ban gaye kuch lamhe dhire dhire fisalte chale gaye par jo dil se na gaye vo aap ban gye.,0,English
IRL: I'm sure ki duniya mein sab se badi tumhari Lulli hai! GUY: (excited) Achcha! Woh kaise? GIRL: Kyonki is ke baad Lund ki category shuru hoti hai.,0,English
Importance of percentage.. Boy: Teri 12 me kitni %age thi? Girl: 97%..  Boy: Baap re! Itne me to kisi gareeb k 2no bacche pass ho jate..!!,0,English
Immediately.,0,English
Imitinef Mercilet' is a medicine which cures blood cancer. Its available free of cost at Adyar Cancer Institue in Chennai  Banglore  Trivandrum  Kovai Rama Krishna hospital. Create Awareness. It might help someone. Forward to as many as U can. IF NOT  4WARD ATLEAST 2 ONE WHO CAN FORWARD MANY.,0,English
ime: 63 mins approx,0,English
Imagine.. Urself in a boat which is sinking. Sharks all round u.Wat u can do 2save ur self? very simple yaar.. stop imagining..,0,English
IMAGINE u n me joined NASA AFTER 1 MONTH  they will change their name frm NASA to SATYANASA ;-),0,English
Imagine the world widout GIRLS...galiya sunsancollege viranduniya pareshantanha insanna jaanuna jaanhar taraf bas  DOSTANA& JAI HANUMAN.!!,0,English
Imagine 10years from now!Ul be a gud spouse! A parent of 2 mayb. Gettin a chance 2 visit d college was ur dream since uve left! U came! U c d long pA HILARIOUS MSG 4M A FRUSTATED VICTIM OF CHAIN MSGS... I want 2 thank all my frnds who have 4wded chain msgs 2 me in 2009 and continuing.. BCOZ OF URathways of fate lyin lonely ahead wid bundles of scatterd leaves fallen frm d tree of luv!D tree of hope..! De tree under which once friendship was made! KINDNESS: 1) I stopd drinkin Coca cola aftr i found dat its gud 4 removing toilet stains. 2)i stopd going 2 movies 4 fear of sitting on a needle infecU fell in love wid sum1! Lonely classrums wid a gentle breeze frm de window of change!Fills in d thoughts of d past! Pictures of ur frnds flash thruh urtd with AIDS. 3)4wded hundreds of msgs bt still waiting 4 free balance... 4)i smell lyk rottn egg since i stppd usin deos coz de cause cancer.. 5)i al mind like photographs!The moments u spared 2gethr..!D sadness dt they r all gone!Their voice haunt ur thoughts!Only memories wud b ther in place of ur fso donatd all my savings 2 7 yr old poor girl who was abt 2 die in hospitl abt 7000 times.. 6) made 100 wishes b4 4wdin those Ganesh  devi maas pics etriends!In d darkness of ur memories!In d darkness of ur thoughts!Ur mind will slowly wisper...!! HEAVEN WAS HERE...! ONCE...! c. Now mst of those wishs r already married. nw if u dont snd dis msg 2 at least 15 ppl in next 10 scnds  a bird wll pee on ur head 2day....,0,English
Why a person with a broken heart does not need General Knowledge ?????????? Bcoz'Jab Dil hi toot gaya  to  'G.K'  kya karenge!! Gn..,0,English
Imagine 10years from now!U'l be a gud spouse!A parent of 2 mayb. Gettin a chance 2 visit d college was ur dream since u've left!U came! U c d long pA HILARIOUS MSG 4M  A FRUSTATED VICTIM OF CHAIN MSGS...I want 2 thank all my frnds who have 4wded chain msgs 2 me in 2009 and continuing..B'COZ OF URathways of fate lyin lonely ahead wid bundles of scatterd leaves fallen frm d tree of luv!D tree of hope..! De tree under which once friendship was made! KINDNESS:1) I stopd drinkin Coca cola aftr i foun,0,English
IRL: I'm sure ke duniya mey sab se badi tumhari Lulli hain! GUY: (excited) Achcha! Woh kaise? GIRL: Kyon ki is ke baad Lund ki category shuru hoti hai,0,English
Imagination is more important thn knwledge bcoz knwledge is limited bt imagnation encircle the world.,0,English
Imagin d world widout girls...Parks empty Theatres silent Police at rest Mobile company on loss No naach  no gaana n evrywhr karan johars Dostana....;-),0,English
Imaandari ki misaal-  Ek Ladki Ka Gang Rape Ho Raha Tha. Aur Wo Chila-Chila K Keh Rahi Thi  Kamino Koi To CONDOM LAGAO  Nahi To Sab Ko AIDS Ho Jayega...,0,English
Im xtra notes(numericals) colect it by 2dy...,0,English
Im out . And tat donkey is cuttin and colourin his hair .,0,English
Im not thinkin anythin . Now tell wat u meant by tat im thinkin somethin,0,English
Im not tellin him to change his usual habit but wants tat some habit should be add in him.,0,English
Im just givin u time 2 miss me!,0,English
Im in blue line metro. Cn u take stuf frm my hostel at around 930 ?,0,English
irl to Ramdev - if i kiss a boy to kya hoga? Baba - narak me jaogi. Girl - Acha agar aapko kiss karu to? Baba- chalak ladki swarg me jana chahti hai. Heheh,0,English
im from tata indicom office gtk,0,English
Im feelin very borin. No one is in my room . So jus thought of disturbin u . Pallab i dont know wat he is doin,0,English
ilence & smile r 2 powerful tools... Smile is d way 2 SOLVE many problems silence is d way 2 AVOID many problems... So hav a silent smile always... GudmrngB-,0,English
Il ttyl.,0,English
Il tl u wen i cum 2 tak d buk!,0,English
il jit len wo najar ham bhi rakhte h katl kar den wo jigar ham b rakte h apse wada h hamara muskurana ka warna ankho me samundar ham b rakhte,0,English
ikkumpal@gmail.com,0,English
Ik var  JATTAN di meeting si.jatt Punjab nu Azad karvan da Plan bana rae si. jatt 1 :Apan Punjab nu India kolo azad ta kralange par Punjab nu develop kida karange? jatt 2:Apan America te attack karange oh sanu jit ke apne nal mila lauga te dvlopment hoju. jatt khush hoge. Ik Buzurg jatt  chupchap baitha si.Bakian ne puchea ki hoea?  jatt:Baki ta thik hai par by chance je apan AMERICA jit lea fer.,0,English
Whts the Coolest thing about Examination Hall? Its d only Place where You can Openly say to a Girl 'dikha de na pls  main 2min me kar lunga.;-)B-),0,English
irl take a life when they cheat boys in love. (suicide) But boys give a new life when they cheat girls... (baby) Moral: boys r always kind hearted.,0,English
Ik Onkar- God is one. Satnam- His name is true. Karta Purakh- He is maker of the whole world. Nirbhau- He is Fearless. Nirvair- He never hates any1. Akaal Murat- He is beyond the time. He is immortal. Ajooni- He neither borns nor dies. Saibhang- Neither any1 has created him nor any1 gave him birth. guruprasad-only true guru can help us to meet him. spread the golden words!,0,English
ij.....Gud nite.,0,English
IITian's luv letter- My dear luv  yesterday  I was passing by ur rectangular house in trigonometric lane. Der I saw u wit ur cute circular face  conical A couple went 2 a sex therapist & askd  Will u watch us hvng sex? The dr. lukd puzld but agreed. Whn d cupl finishd  dr. said  Thr's nthng wrng wtnose  & spherical eyes in ur triangular garden.B4 seeing u my heart was a null set  but wen a vector of magnitude 4m ur eyes at deviation of theta radianh ur intrcourse  & chrgd 300.. Dis hpnd 4 many weeks.. Finali d dr. askd  Wats exctly ur prblm? Man said: She's married  i'm married  so made a tangent to my heart it differentiated. My luv 4u is a quardratic equation with real root which only u can solve by making it a simple equation v cnt use our houses  Oberoi is 9 500 nd taj is 9 000. Bt  here v pay 300  & get 250 frm mediclaim! -Thts tax planning.,0,English
